date,store,product,category,units_sold,unit_price,revenue,stock_level,lead_time_days,is_promo,is_weekend,month,weekday
2021-01-03,Store_B,Chips,Food,99.0,20,1980,398,7,0,1,1,6
2021-01-03,Store_C,Chips,Food,104.0,20,2080,197,7,0,1,1,6
2021-01-03,Store_A,Soft Drinks,Beverage,271.0,40,10840,196,7,0,1,1,6
2021-01-03,Store_B,Soft Drinks,Beverage,221.0,40,8840,357,3,0,1,1,6
2021-01-03,Store_C,Soft Drinks,Beverage,222.0,40,8880,387,3,0,1,1,6
2021-01-03,Store_A,Juice,Beverage,118.0,60,7080,316,3,0,1,1,6
2021-01-03,Store_B,Juice,Beverage,95.0,60,5700,301,5,0,1,1,6
2021-01-03,Store_C,Juice,Beverage,106.0,60,6360,161,3,0,1,1,6
2021-01-03,Store_A,Shampoo,Personal Care,39.0,150,5850,434,5,0,1,1,6
2021-01-03,Store_B,Shampoo,Personal Care,50.0,150,7500,189,3,0,1,1,6
2021-01-03,Store_C,Shampoo,Personal Care,51.0,150,7650,58,3,0,1,1,6
2021-01-03,Store_A,Soap,Personal Care,95.0,50,4750,148,7,0,1,1,6
2021-01-03,Store_B,Soap,Personal Care,92.0,50,4600,201,5,0,1,1,6
2021-01-03,Store_C,Soap,Personal Care,,50,4500,169,3,0,1,1,6
2021-01-03,Store_A,Rice (5kg),Grocery,68.0,280,19040,469,5,0,1,1,6
2021-01-03,Store_B,Rice (5kg),Grocery,77.0,280,21560,153,5,0,1,1,6
2021-01-03,Store_C,Rice (5kg),Grocery,76.0,280,21280,359,7,0,1,1,6
2021-01-03,Store_A,Cooking Oil,Grocery,58.0,120,6960,257,3,0,1,1,6
2021-01-03,Store_B,Cooking Oil,Grocery,74.0,120,8880,338,5,0,1,1,6
2021-01-03,Store_C,Cooking Oil,Grocery,60.0,120,7200,326,7,0,1,1,6
2021-01-03,Store_A,Detergent,Household,49.0,90,4410,225,7,0,1,1,6
2021-01-03,Store_B,Detergent,Household,63.0,90,5670,420,5,0,1,1,6
2021-01-03,Store_C,Detergent,Household,50.0,90,4500,87,5,0,1,1,6
2021-01-03,Store_A,Floor Cleaner,Household,39.0,70,2730,414,7,0,1,1,6
2021-01-03,Store_B,Floor Cleaner,Household,45.0,70,3150,275,3,0,1,1,6
2021-01-03,Store_C,Floor Cleaner,Household,48.0,70,3360,335,3,0,1,1,6
2021-01-04,Store_A,Biscuits,Food,99.0,30,2970,366,7,0,0,1,0
2021-01-04,Store_B,Biscuits,Food,119.0,30,3570,53,7,0,0,1,0
2021-01-04,Store_C,Biscuits,Food,119.0,30,3570,95,3,0,0,1,0
2021-01-04,Store_A,Chips,Food,92.0,20,1840,55,7,0,0,1,0
2021-01-04,Store_B,Chips,Food,96.0,20,1920,144,7,0,0,1,0
2021-01-04,Store_C,Chips,Food,69.0,20,1380,237,3,0,0,1,0
2021-01-04,Store_A,Soft Drinks,Beverage,194.0,40,7760,465,7,0,0,1,0
2021-01-04,Store_B,Soft Drinks,Beverage,188.0,40,7520,210,7,0,0,1,0
2021-01-04,Store_C,Soft Drinks,Beverage,205.0,40,8200,272,5,0,0,1,0
2021-01-04,Store_A,Juice,Beverage,68.0,60,4080,107,7,0,0,1,0
2021-01-04,Store_B,Juice,Beverage,71.0,60,4260,337,7,0,0,1,0
2021-01-04,Store_C,Juice,Beverage,81.0,60,4860,391,7,0,0,1,0
2021-01-04,Store_A,Shampoo,Personal Care,40.0,150,6000,435,5,0,0,1,0
2021-01-04,Store_B,Shampoo,Personal Care,34.0,150,5100,322,3,0,0,1,0
2021-01-04,Store_C,Shampoo,Personal Care,42.0,150,6300,88,3,0,0,1,0
2021-01-04,Store_A,Soap,Personal Care,63.0,50,3150,219,7,0,0,1,0
2021-01-04,Store_B,Soap,Personal Care,56.0,50,2800,457,3,0,0,1,0
2021-01-04,Store_C,Soap,Personal Care,65.0,50,3250,365,5,0,0,1,0
2021-01-04,Store_A,Rice (5kg),Grocery,55.0,280,15400,420,7,0,0,1,0
2021-01-04,Store_B,Rice (5kg),Grocery,59.0,280,16520,192,5,0,0,1,0
2021-01-04,Store_C,Rice (5kg),Grocery,61.0,280,17080,391,7,0,0,1,0
2021-01-04,Store_A,Cooking Oil,Grocery,49.0,120,5880,202,5,0,0,1,0
2021-01-04,Store_B,Cooking Oil,Grocery,43.0,120,5160,363,5,0,0,1,0
2021-01-04,Store_C,Cooking Oil,Grocery,57.0,120,6840,391,3,0,0,1,0
2021-01-04,Store_A,Detergent,Household,40.0,90,3600,313,3,0,0,1,0
2021-01-04,Store_B,Detergent,Household,43.0,90,3870,109,3,0,0,1,0
2021-01-04,Store_C,Detergent,Household,51.0,90,4590,421,5,0,0,1,0
2021-01-04,Store_A,Floor Cleaner,Household,34.0,70,2380,96,7,0,0,1,0
2021-01-04,Store_B,Floor Cleaner,Household,40.0,70,2800,318,5,0,0,1,0
2021-01-04,Store_C,Floor Cleaner,Household,38.0,70,2660,173,5,0,0,1,0
2021-01-05,Store_A,Biscuits,Food,110.0,30,3300,141,5,0,0,1,1
2021-01-05,Store_B,Biscuits,Food,132.0,30,3960,488,5,0,0,1,1
2021-01-05,Store_C,Biscuits,Food,127.0,30,3810,178,5,0,0,1,1
2021-01-05,Store_A,Chips,Food,99.0,20,1980,171,3,0,0,1,1
2021-01-05,Store_B,Chips,Food,73.0,20,1460,167,3,0,0,1,1
2021-01-05,Store_C,Chips,Food,86.0,20,1720,286,3,0,0,1,1
2021-01-05,Store_A,Soft Drinks,Beverage,206.0,40,8240,241,7,0,0,1,1
2021-01-05,Store_B,Soft Drinks,Beverage,253.0,40,10120,118,5,0,0,1,1
2021-01-05,Store_C,Soft Drinks,Beverage,171.0,40,6840,135,3,0,0,1,1
2021-01-05,Store_A,Juice,Beverage,82.0,60,4920,334,5,0,0,1,1
2021-01-05,Store_B,Juice,Beverage,86.0,60,5160,149,3,0,0,1,1
2021-01-05,Store_C,Juice,Beverage,85.0,60,5100,303,5,0,0,1,1
2021-01-05,Store_A,Shampoo,Personal Care,37.0,150,5550,295,3,0,0,1,1
2021-01-05,Store_B,Shampoo,Personal Care,40.0,150,6000,149,5,0,0,1,1
2021-01-05,Store_C,Shampoo,Personal Care,40.0,150,6000,374,3,0,0,1,1
2021-01-05,Store_A,Soap,Personal Care,76.0,50,3800,53,7,0,0,1,1
2021-01-05,Store_B,Soap,Personal Care,79.0,50,3950,445,5,0,0,1,1
2021-01-05,Store_C,Soap,Personal Care,74.0,50,3700,212,3,0,0,1,1
2021-01-05,Store_A,Rice (5kg),Grocery,75.0,280,21000,150,7,0,0,1,1
2021-01-05,Store_B,Rice (5kg),Grocery,45.0,280,12600,114,3,0,0,1,1
2021-01-05,Store_C,Rice (5kg),Grocery,51.0,280,14280,334,3,0,0,1,1
2021-01-05,Store_A,Cooking Oil,Grocery,58.0,120,6960,61,7,0,0,1,1
2021-01-05,Store_B,Cooking Oil,Grocery,52.0,120,6240,291,7,0,0,1,1
2021-01-05,Store_C,Cooking Oil,Grocery,54.0,120,6480,264,3,0,0,1,1
2021-01-05,Store_A,Detergent,Household,38.0,90,3420,139,5,0,0,1,1
2021-01-05,Store_B,Detergent,Household,53.0,90,4770,467,7,0,0,1,1
2021-01-05,Store_C,Detergent,Household,41.0,90,3690,163,3,0,0,1,1
2021-01-05,Store_A,Floor Cleaner,Household,33.0,70,2310,124,3,0,0,1,1
2021-01-05,Store_B,Floor Cleaner,Household,34.0,70,2380,298,5,0,0,1,1
2021-01-05,Store_C,Floor Cleaner,Household,,70,2240,406,3,0,0,1,1
2021-01-06,Store_A,Biscuits,Food,143.0,30,4290,85,5,0,0,1,2
2021-01-06,Store_B,Biscuits,Food,127.0,30,3810,145,7,0,0,1,2
2021-01-06,Store_C,Biscuits,Food,142.0,30,4260,266,7,0,0,1,2
2021-01-06,Store_A,Chips,Food,85.0,20,1700,410,5,0,0,1,2
2021-01-06,Store_B,Chips,Food,90.0,20,1800,417,3,0,0,1,2
2021-01-06,Store_C,Chips,Food,100.0,20,2000,391,3,0,0,1,2
2021-01-06,Store_A,Soft Drinks,Beverage,194.0,40,7760,445,3,0,0,1,2
2021-01-06,Store_B,Soft Drinks,Beverage,220.0,40,8800,282,7,0,0,1,2
2021-01-06,Store_C,Soft Drinks,Beverage,193.0,40,7720,255,7,0,0,1,2
2021-01-06,Store_A,Juice,Beverage,74.0,60,4440,433,7,0,0,1,2
2021-01-06,Store_B,Juice,Beverage,71.0,60,4260,118,7,0,0,1,2
2021-01-06,Store_C,Juice,Beverage,79.0,60,4740,445,3,0,0,1,2
2021-01-06,Store_A,Shampoo,Personal Care,33.0,150,4950,102,7,0,0,1,2
2021-01-06,Store_B,Shampoo,Personal Care,41.0,150,6150,193,3,0,0,1,2
2021-01-06,Store_C,Shampoo,Personal Care,48.0,150,7200,288,3,0,0,1,2
2021-01-06,Store_A,Soap,Personal Care,73.0,50,3650,123,5,0,0,1,2
2021-01-06,Store_B,Soap,Personal Care,63.0,50,3150,56,5,0,0,1,2
2021-01-06,Store_C,Soap,Personal Care,72.0,50,3600,190,5,0,0,1,2
2021-01-06,Store_A,Rice (5kg),Grocery,66.0,280,18480,243,3,0,0,1,2
2021-01-06,Store_B,Rice (5kg),Grocery,58.0,280,16240,78,3,0,0,1,2
2021-01-06,Store_C,Rice (5kg),Grocery,63.0,280,17640,414,3,0,0,1,2
2021-01-06,Store_A,Cooking Oil,Grocery,45.0,120,5400,391,3,0,0,1,2
2021-01-06,Store_B,Cooking Oil,Grocery,50.0,120,6000,464,7,0,0,1,2
2021-01-06,Store_C,Cooking Oil,Grocery,63.0,120,7560,494,5,0,0,1,2
2021-01-06,Store_A,Detergent,Household,39.0,90,3510,68,7,0,0,1,2
2021-01-06,Store_B,Detergent,Household,49.0,90,4410,175,7,0,0,1,2
2021-01-06,Store_C,Detergent,Household,41.0,90,3690,175,5,0,0,1,2
2021-01-06,Store_A,Floor Cleaner,Household,28.0,70,1960,197,3,0,0,1,2
2021-01-06,Store_B,Floor Cleaner,Household,37.0,70,2590,436,3,0,0,1,2
2021-01-06,Store_C,Floor Cleaner,Household,38.0,70,2660,397,5,0,0,1,2
2021-01-07,Store_A,Biscuits,Food,107.0,30,3210,466,5,0,0,1,3
2021-01-07,Store_B,Biscuits,Food,119.0,30,3570,166,5,0,0,1,3
2021-01-07,Store_C,Biscuits,Food,92.0,30,2760,129,5,0,0,1,3
2021-01-07,Store_A,Chips,Food,96.0,20,1920,262,7,0,0,1,3
2021-01-07,Store_B,Chips,Food,88.0,20,1760,196,3,0,0,1,3
2021-01-07,Store_C,Chips,Food,93.0,20,1860,451,7,0,0,1,3
2021-01-07,Store_A,Soft Drinks,Beverage,234.0,40,9360,464,3,0,0,1,3
2021-01-07,Store_B,Soft Drinks,Beverage,223.0,40,8920,422,5,0,0,1,3
2021-01-07,Store_C,Soft Drinks,Beverage,220.0,40,8800,490,7,0,0,1,3
2021-01-07,Store_A,Juice,Beverage,81.0,60,4860,61,5,0,0,1,3
2021-01-07,Store_B,Juice,Beverage,101.0,60,6060,57,5,0,0,1,3
2021-01-07,Store_C,Juice,Beverage,72.0,60,4320,397,5,0,0,1,3
2021-01-07,Store_A,Shampoo,Personal Care,33.0,150,4950,77,3,0,0,1,3
2021-01-07,Store_B,Shampoo,Personal Care,37.0,150,5550,90,7,0,0,1,3
2021-01-07,Store_C,Shampoo,Personal Care,41.0,150,6150,466,3,0,0,1,3
2021-01-07,Store_A,Soap,Personal Care,85.0,50,4250,261,3,0,0,1,3
2021-01-07,Store_B,Soap,Personal Care,62.0,50,3100,95,7,0,0,1,3
2021-01-07,Store_C,Soap,Personal Care,74.0,50,3700,302,5,0,0,1,3
2021-01-07,Store_A,Rice (5kg),Grocery,50.0,280,14000,361,5,0,0,1,3
2021-01-07,Store_B,Rice (5kg),Grocery,73.0,280,20440,291,7,0,0,1,3
2021-01-07,Store_C,Rice (5kg),Grocery,68.0,280,19040,273,7,0,0,1,3
2021-01-07,Store_A,Cooking Oil,Grocery,51.0,120,6120,226,7,0,0,1,3
2021-01-07,Store_B,Cooking Oil,Grocery,43.0,120,5160,391,7,0,0,1,3
2021-01-07,Store_C,Cooking Oil,Grocery,63.0,120,7560,332,3,0,0,1,3
2021-01-07,Store_A,Detergent,Household,44.0,90,3960,148,7,0,0,1,3
2021-01-07,Store_B,Detergent,Household,51.0,90,4590,434,3,0,0,1,3
2021-01-07,Store_C,Detergent,Household,45.0,90,4050,102,3,0,0,1,3
2021-01-07,Store_A,Floor Cleaner,Household,35.0,70,2450,251,5,0,0,1,3
2021-01-07,Store_B,Floor Cleaner,Household,29.0,70,2030,415,3,0,0,1,3
2021-01-07,Store_C,Floor Cleaner,Household,32.0,70,2240,100,3,0,0,1,3
2021-01-08,Store_A,Biscuits,Food,130.0,30,3900,337,5,0,0,1,4
2021-01-08,Store_B,Biscuits,Food,103.0,30,3090,397,7,0,0,1,4
2021-01-08,Store_C,Biscuits,Food,124.0,30,3720,211,5,0,0,1,4
2021-01-08,Store_A,Chips,Food,81.0,20,1620,167,7,0,0,1,4
2021-01-08,Store_B,Chips,Food,102.0,20,2040,103,3,0,0,1,4
2021-01-08,Store_C,Chips,Food,90.0,20,1800,271,7,0,0,1,4
2021-01-08,Store_A,Soft Drinks,Beverage,175.0,40,7000,352,7,0,0,1,4
2021-01-08,Store_B,Soft Drinks,Beverage,193.0,40,7720,256,3,0,0,1,4
2021-01-08,Store_C,Soft Drinks,Beverage,235.0,40,9400,484,7,0,0,1,4
2021-01-08,Store_A,Juice,Beverage,88.0,60,5280,471,5,0,0,1,4
2021-01-08,Store_B,Juice,Beverage,90.0,60,5400,335,7,0,0,1,4
2021-01-08,Store_C,Juice,Beverage,63.0,60,3780,396,7,0,0,1,4
2021-01-08,Store_A,Shampoo,Personal Care,38.0,150,5700,215,3,0,0,1,4
2021-01-08,Store_B,Shampoo,Personal Care,43.0,150,6450,384,5,0,0,1,4
2021-01-08,Store_C,Shampoo,Personal Care,44.0,150,6600,182,3,0,0,1,4
2021-01-08,Store_A,Soap,Personal Care,72.0,50,3600,437,5,0,0,1,4
2021-01-08,Store_B,Soap,Personal Care,69.0,50,3450,389,3,0,0,1,4
2021-01-08,Store_C,Soap,Personal Care,76.0,50,3800,83,5,0,0,1,4
2021-01-08,Store_A,Rice (5kg),Grocery,45.0,280,12600,284,7,0,0,1,4
2021-01-08,Store_B,Rice (5kg),Grocery,59.0,280,16520,289,7,0,0,1,4
2021-01-08,Store_C,Rice (5kg),Grocery,62.0,280,17360,409,3,0,0,1,4
2021-01-08,Store_A,Cooking Oil,Grocery,48.0,120,5760,244,7,0,0,1,4
2021-01-08,Store_B,Cooking Oil,Grocery,58.0,120,6960,110,5,0,0,1,4
2021-01-08,Store_C,Cooking Oil,Grocery,55.0,120,6600,100,7,0,0,1,4
2021-01-08,Store_A,Detergent,Household,42.0,90,3780,219,3,0,0,1,4
2021-01-08,Store_B,Detergent,Household,50.0,90,4500,71,3,0,0,1,4
2021-01-08,Store_C,Detergent,Household,54.0,90,4860,61,5,0,0,1,4
2021-01-08,Store_A,Floor Cleaner,Household,45.0,70,3150,95,5,0,0,1,4
2021-01-08,Store_B,Floor Cleaner,Household,33.0,70,2310,460,3,0,0,1,4
2021-01-08,Store_C,Floor Cleaner,Household,31.0,70,2170,331,3,0,0,1,4
2021-01-09,Store_A,Biscuits,Food,152.0,30,4560,156,7,0,1,1,5
2021-01-09,Store_B,Biscuits,Food,185.0,30,5550,97,3,0,1,1,5
2021-01-09,Store_C,Biscuits,Food,153.0,30,4590,229,7,0,1,1,5
2021-01-09,Store_A,Chips,Food,102.0,20,2040,352,7,0,1,1,5
2021-01-09,Store_B,Chips,Food,112.0,20,2240,77,7,0,1,1,5
2021-01-09,Store_C,Chips,Food,113.0,20,2260,127,5,0,1,1,5
2021-01-09,Store_A,Soft Drinks,Beverage,275.0,40,11000,160,7,0,1,1,5
2021-01-09,Store_B,Soft Drinks,Beverage,220.0,40,8800,287,7,0,1,1,5
2021-01-09,Store_C,Soft Drinks,Beverage,220.0,40,8800,343,7,0,1,1,5
2021-01-09,Store_A,Juice,Beverage,100.0,60,6000,420,7,0,1,1,5
2021-01-09,Store_B,Juice,Beverage,103.0,60,6180,77,5,0,1,1,5
2021-01-09,Store_C,Juice,Beverage,94.0,60,5640,88,3,0,1,1,5
2021-01-09,Store_A,Shampoo,Personal Care,40.0,150,6000,62,3,0,1,1,5
2021-01-09,Store_B,Shampoo,Personal Care,51.0,150,7650,117,5,0,1,1,5
2021-01-09,Store_C,Shampoo,Personal Care,49.0,150,7350,160,7,0,1,1,5
2021-01-09,Store_A,Soap,Personal Care,103.0,50,5150,83,7,0,1,1,5
2021-01-09,Store_B,Soap,Personal Care,82.0,50,4100,132,5,0,1,1,5
2021-01-09,Store_C,Soap,Personal Care,104.0,50,5200,474,3,0,1,1,5
2021-01-09,Store_A,Rice (5kg),Grocery,87.0,280,24360,275,7,0,1,1,5
2021-01-09,Store_B,Rice (5kg),Grocery,63.0,280,17640,489,7,0,1,1,5
2021-01-09,Store_C,Rice (5kg),Grocery,75.0,280,21000,338,3,0,1,1,5
2021-01-09,Store_A,Cooking Oil,Grocery,69.0,120,8280,199,3,0,1,1,5
2021-01-09,Store_B,Cooking Oil,Grocery,64.0,120,7680,53,5,0,1,1,5
2021-01-09,Store_C,Cooking Oil,Grocery,63.0,120,7560,380,5,0,1,1,5
2021-01-09,Store_A,Detergent,Household,50.0,90,4500,360,3,0,1,1,5
2021-01-09,Store_B,Detergent,Household,52.0,90,4680,296,7,0,1,1,5
2021-01-09,Store_C,Detergent,Household,39.0,90,3510,85,7,0,1,1,5
2021-01-09,Store_A,Floor Cleaner,Household,47.0,70,3290,55,5,0,1,1,5
2021-01-09,Store_B,Floor Cleaner,Household,47.0,70,3290,384,5,0,1,1,5
2021-01-09,Store_C,Floor Cleaner,Household,44.0,70,3080,167,3,0,1,1,5
2021-01-10,Store_A,Biscuits,Food,164.0,30,4920,243,7,0,1,1,6
2021-01-10,Store_B,Biscuits,Food,160.0,30,4800,252,5,0,1,1,6
2021-01-10,Store_C,Biscuits,Food,166.0,30,4980,375,5,0,1,1,6
2021-01-10,Store_A,Chips,Food,102.0,20,2040,167,7,0,1,1,6
2021-01-10,Store_B,Chips,Food,121.0,20,2420,189,7,0,1,1,6
2021-01-10,Store_C,Chips,Food,101.0,20,2020,50,5,0,1,1,6
2021-01-10,Store_A,Soft Drinks,Beverage,243.0,40,9720,431,7,0,1,1,6
2021-01-10,Store_B,Soft Drinks,Beverage,254.0,40,10160,405,3,0,1,1,6
2021-01-10,Store_C,Soft Drinks,Beverage,230.0,40,9200,227,5,0,1,1,6
2021-01-10,Store_A,Juice,Beverage,,60,6000,310,7,0,1,1,6
2021-01-10,Store_B,Juice,Beverage,83.0,60,4980,217,5,0,1,1,6
2021-01-10,Store_C,Juice,Beverage,102.0,60,6120,133,3,0,1,1,6
2021-01-10,Store_A,Shampoo,Personal Care,49.0,150,7350,87,7,0,1,1,6
2021-01-10,Store_B,Shampoo,Personal Care,43.0,150,6450,468,5,0,1,1,6
2021-01-10,Store_C,Shampoo,Personal Care,46.0,150,6900,422,7,0,1,1,6
2021-01-10,Store_A,Soap,Personal Care,103.0,50,5150,186,5,0,1,1,6
2021-01-10,Store_B,Soap,Personal Care,92.0,50,4600,369,3,0,1,1,6
2021-01-10,Store_C,Soap,Personal Care,104.0,50,5200,377,7,0,1,1,6
2021-01-10,Store_A,Rice (5kg),Grocery,69.0,280,19320,335,7,0,1,1,6
2021-01-10,Store_B,Rice (5kg),Grocery,80.0,280,22400,262,3,0,1,1,6
2021-01-10,Store_C,Rice (5kg),Grocery,79.0,280,22120,459,5,0,1,1,6
2021-01-10,Store_A,Cooking Oil,Grocery,77.0,120,9240,181,3,0,1,1,6
2021-01-10,Store_B,Cooking Oil,Grocery,66.0,120,7920,345,7,0,1,1,6
2021-01-10,Store_C,Cooking Oil,Grocery,76.0,120,9120,153,5,0,1,1,6
2021-01-10,Store_A,Detergent,Household,57.0,90,5130,402,7,0,1,1,6
2021-01-10,Store_B,Detergent,Household,,90,5490,112,7,0,1,1,6
2021-01-10,Store_C,Detergent,Household,43.0,90,3870,499,5,0,1,1,6
2021-01-10,Store_A,Floor Cleaner,Household,48.0,70,3360,358,7,0,1,1,6
2021-01-10,Store_B,Floor Cleaner,Household,31.0,70,2170,116,7,0,1,1,6
2021-01-10,Store_C,Floor Cleaner,Household,51.0,70,3570,228,5,0,1,1,6
2021-01-11,Store_A,Biscuits,Food,171.0,30,5130,280,7,1,0,1,0
2021-01-11,Store_B,Biscuits,Food,186.0,30,5580,469,3,1,0,1,0
2021-01-11,Store_C,Biscuits,Food,153.0,30,4590,460,7,1,0,1,0
2021-01-11,Store_A,Chips,Food,109.0,20,2180,338,5,1,0,1,0
2021-01-11,Store_B,Chips,Food,131.0,20,2620,54,7,1,0,1,0
2021-01-11,Store_C,Chips,Food,108.0,20,2160,379,3,1,0,1,0
2021-01-11,Store_A,Soft Drinks,Beverage,272.0,40,10880,352,3,1,0,1,0
2021-01-11,Store_B,Soft Drinks,Beverage,239.0,40,9560,265,7,1,0,1,0
2021-01-11,Store_C,Soft Drinks,Beverage,255.0,40,10200,96,3,1,0,1,0
2021-01-11,Store_A,Juice,Beverage,112.0,60,6720,179,7,1,0,1,0
2021-01-11,Store_B,Juice,Beverage,125.0,60,7500,341,5,1,0,1,0
2021-01-11,Store_C,Juice,Beverage,121.0,60,7260,348,7,1,0,1,0
2021-01-11,Store_A,Shampoo,Personal Care,47.0,150,7050,379,5,1,0,1,0
2021-01-11,Store_B,Shampoo,Personal Care,50.0,150,7500,183,7,1,0,1,0
2021-01-11,Store_C,Shampoo,Personal Care,58.0,150,8700,445,5,1,0,1,0
2021-01-11,Store_A,Soap,Personal Care,93.0,50,4650,190,5,1,0,1,0
2021-01-11,Store_B,Soap,Personal Care,91.0,50,4550,153,7,1,0,1,0
2021-01-11,Store_C,Soap,Personal Care,89.0,50,4450,405,3,1,0,1,0
2021-01-11,Store_A,Rice (5kg),Grocery,83.0,280,23240,155,3,1,0,1,0
